element_type,osmid,amenity,name,geometry
way,623657173,kindergarten,,"POLYGON ((16.3777286 48.1554528, 16.3791541 48.1554809, 16.3791404 48.1557447, 16.3791246 48.1560472, 16.3790002 48.1560422, 16.3789994 48.1560335, 16.3788506 48.1560318, 16.3788528 48.1559439, 16.3787798 48.1559431, 16.3786255 48.1559413, 16.378625 48.1559639, 16.3785875 48.1559635, 16.37855 48.155963, 16.3785505 48.1559403, 16.3784075 48.1559387, 16.3784053 48.1560254, 16.3782704 48.1560239, 16.377698 48.1560113, 16.3777004 48.1559685, 16.3777286 48.1554528))"
way,627285042,restaurant,Fritzis Steirereck,"POLYGON ((16.396753 48.1370117, 16.3967983 48.1370053, 16.3967897 48.136978, 16.3967444 48.1369843, 16.396753 48.1370117))"
way,629310426,school,Schulzentrum Oberlaa,"POLYGON ((16.3970304 48.1394156, 16.3969146 48.1394298, 16.3970487 48.1397596, 16.3970542 48.1397731, 16.3972877 48.1402667, 16.3977211 48.1401749, 16.3979823 48.1401196, 16.3981027 48.1400955, 16.3986877 48.1399782, 16.3987492 48.1399659, 16.3985465 48.139467, 16.3984887 48.1393247, 16.3984559 48.1392438, 16.3983484 48.1392568, 16.3975049 48.139359, 16.3970304 48.1394156))"
way,632327641,parking,,"POLYGON ((16.3788215 48.1711551, 16.3787618 48.1712969, 16.3791823 48.1713738, 16.3792453 48.1712293, 16.3788215 48.1711551))"
way,659634284,bench,,"LINESTRING (16.381672 48.1822377, 16.3817263 48.1822314, 16.3817364 48.1822211, 16.3818209 48.1822131)"
way,659634285,bench,,"LINESTRING (16.3816117 48.1822757, 16.3816975 48.1822667, 16.3817136 48.1822734, 16.3817565 48.1822698)"
way,671140893,parking,,"POLYGON ((16.3419437 48.1564322, 16.3419173 48.1563975, 16.3417794 48.1562161, 16.3418532 48.1562085, 16.3419825 48.1563921, 16.342006 48.1564255, 16.3419437 48.1564322))"
way,671140894,parking_space,,"POLYGON ((16.3419437 48.1564322, 16.3419173 48.1563975, 16.3419825 48.1563921, 16.342006 48.1564255, 16.3419437 48.1564322))"
way,671310662,parking,P+R Parkplatz Verteilerkreis Favoriten (Altes Landgut),"POLYGON ((16.3844106 48.1616486, 16.3845567 48.1615458, 16.3845849 48.1614903, 16.3846412 48.161501, 16.3847244 48.1610027, 16.38477 48.16089, 16.384774 48.1606673, 16.3847244 48.1604776, 16.3846211 48.1603864, 16.3845768 48.1603846, 16.3841397 48.1605894, 16.3839613 48.1608015, 16.3839385 48.1611155, 16.3839962 48.1611754, 16.3840163 48.1612246, 16.3838245 48.1616898, 16.383968 48.1617425, 16.3841919 48.1617622, 16.3844106 48.1616486))"
way,671864970,parking,,"POLYGON ((16.3977438 48.1494078, 16.3977839 48.1494973, 16.3978349 48.1495725, 16.3978805 48.1496011, 16.3981768 48.1496011, 16.3981716 48.1493215, 16.398125 48.1492898, 16.3977694 48.1492897, 16.3977438 48.1494078))"
way,675215743,parking,Parkhaus Hauptbahnhof Ost 2,"POLYGON ((16.3848667 48.1814078, 16.3851632 48.1811228, 16.3853997 48.1808679, 16.3854762 48.1808764, 16.3855043 48.1808747, 16.3854216 48.1809798, 16.3854839 48.1810057, 16.3854934 48.1809998, 16.3854714 48.1809811, 16.385462 48.1809522, 16.3854706 48.180921, 16.3854965 48.1808895, 16.3855325 48.1808729, 16.3855707 48.1808684, 16.3856116 48.1808703, 16.3856422 48.1808803, 16.3856658 48.1808915, 16.3856834 48.1809086, 16.3856945 48.1809268, 16.3856998 48.1809441, 16.3856968 48.1809643, 16.3856925 48.180979, 16.3856843 48.180989, 16.3856514 48.181012, 16.3856181 48.1810229, 16.3855894 48.1810257, 16.3855523 48.1810239, 16.3855514 48.1810313, 16.385623 48.1810573, 16.3853969 48.181296, 16.3852092 48.1814657, 16.3851346 48.1815351, 16.3850649 48.1815065, 16.3850034 48.1815589, 16.385073 48.1815852, 16.3849247 48.1817059, 16.3846778 48.1818815, 16.3845324 48.1819749, 16.384479 48.1819357, 16.3844678 48.1819407, 16.3844785 48.1819608, 16.3844794 48.181977, 16.3844751 48.1819983, 16.3844535 48.1820251, 16.3844477 48.1820293, 16.3843942 48.1820483, 16.3843541 48.1820503, 16.3843152 48.1820428, 16.3842836 48.1820279, 16.38426 48.1820108, 16.3842497 48.1819911, 16.3842485 48.1819688, 16.3842578 48.1819389, 16.3842819 48.1819185, 16.3843092 48.1819064, 16.3843282 48.1819, 16.3843502 48.1818986, 16.3843756 48.181898, 16.3843983 48.1819009, 16.3844175 48.1819072, 16.3844277 48.181896, 16.3843711 48.1818608, 16.3842797 48.1819161, 16.3841811 48.1819773, 16.3841088 48.1819328, 16.3843411 48.1817894, 16.3844876 48.181689, 16.3845215 48.1816663, 16.384595 48.1817116, 16.3847676 48.181582, 16.3848862 48.1814869, 16.3849377 48.1814464, 16.3848667 48.1814078))"
way,677097735,parking,,"POLYGON ((16.3656542 48.1739924, 16.365816 48.1739808, 16.3658913 48.1739754, 16.3659101 48.1740915, 16.3658326 48.1740978, 16.3658429 48.1741619, 16.3656833 48.1741734, 16.3656542 48.1739924))"
way,684836646,school,Volksschule Wendstattgasse,"POLYGON ((16.3939081 48.1475439, 16.3939503 48.1475334, 16.3939921 48.1476115, 16.3947894 48.1474146, 16.3947592 48.1473658, 16.394743 48.1473365, 16.3946886 48.1472383, 16.3946782 48.1472196, 16.3942771 48.1464916, 16.3936427 48.1465256, 16.393107 48.1466532, 16.3932501 48.1469095, 16.3933108 48.1470151, 16.3935774 48.1469502, 16.3935954 48.1469794, 16.3939081 48.1475439))"
way,687073860,social_facility,Haus Laaerberg,"POLYGON ((16.3844595 48.150864, 16.3857946 48.150184, 16.3862264 48.1504945, 16.3863411 48.1504654, 16.3866127 48.150643, 16.3860413 48.1509996, 16.3859307 48.1510685, 16.3858335 48.1511289, 16.385753 48.1511736, 16.3856202 48.1512416, 16.3854982 48.1512939, 16.385356 48.1513516, 16.3852072 48.1514107, 16.384939 48.1514957, 16.384882 48.1514993, 16.3848317 48.1514832, 16.3848028 48.1514532, 16.3844595 48.150864))"
way,687073881,kindergarten,Kindergarten der Stadt Wien,"POLYGON ((16.3892318 48.1477735, 16.3893187 48.1477499, 16.3894503 48.1477173, 16.3898712 48.1476133, 16.3900082 48.1475794, 16.3901419 48.1475452, 16.3898424 48.1469957, 16.3898283 48.1469912, 16.3898088 48.1469907, 16.3889204 48.14721, 16.3892318 48.1477735))"
way,687073884,school,Volksschule Ada-Christen-Gasse,"POLYGON ((16.3837065 48.1484978, 16.3837226 48.1484741, 16.3837447 48.1484638, 16.3837655 48.1484598, 16.3849557 48.1484812, 16.3850127 48.1485555, 16.3852595 48.1485591, 16.3854412 48.1488826, 16.3850959 48.1491438, 16.3850167 48.1491948, 16.3849363 48.1492351, 16.3848612 48.1492736, 16.3847834 48.1492995, 16.3846962 48.1493282, 16.3838027 48.1495503, 16.3837725 48.1495518, 16.3837507 48.1495478, 16.3837363 48.1495413, 16.3837246 48.1495322, 16.3837182 48.1495257, 16.383679 48.1493917, 16.383675 48.1493505, 16.3836723 48.1493071, 16.3837065 48.1484978))"
way,687073886,kindergarten,Kindergarten der Stadt Wien,"POLYGON ((16.385287 48.1492602, 16.3857721 48.1501272, 16.3862522 48.1498787, 16.3862174 48.1498147, 16.3863042 48.1497949, 16.3864464 48.1497601, 16.3865121 48.1497217, 16.386217 48.1491926, 16.3859307 48.149261, 16.385814 48.1490526, 16.3857771 48.1490221, 16.3857389 48.1490051, 16.3856873 48.148994, 16.3856035 48.1489931, 16.3852863 48.1492376, 16.385287 48.1492602))"
way,690886995,parking,,"POLYGON ((16.3920691 48.1457246, 16.3922656 48.1456762, 16.3922783 48.1456992, 16.3924619 48.1460312, 16.3922655 48.1460796, 16.3921784 48.1459222, 16.3920691 48.1457246))"
way,697548352,school,International Campus Vienna,"POLYGON ((16.4083704 48.1423321, 16.4096493 48.1422052, 16.4097924 48.1431925, 16.4085763 48.1432922, 16.4083704 48.1423321))"
way,718153531,parking,,"POLYGON ((16.4140637 48.134735, 16.4141053 48.1348567, 16.4142823 48.1347341, 16.4143628 48.1346321, 16.4143306 48.1345802, 16.4142072 48.1346043, 16.4140637 48.134735))"
way,718153532,parking,,"POLYGON ((16.4138002 48.1351845, 16.4137928 48.1351494, 16.4140768 48.1349944, 16.4142297 48.1355403, 16.4139481 48.1356744, 16.4138002 48.1351845))"
way,720521343,parking,,"POLYGON ((16.4146496 48.1344695, 16.4145741 48.1344746, 16.414555 48.1343501, 16.4146305 48.1343449, 16.4146496 48.1344695))"
way,727693674,school,Musikmittelschule Wendstattgasse,"POLYGON ((16.3924553 48.1477532, 16.3922558 48.1473904, 16.3923971 48.1473558, 16.3926202 48.1477615, 16.3926641 48.1477507, 16.3926004 48.1476349, 16.3928254 48.1475798, 16.3928907 48.1476985, 16.3929326 48.1476883, 16.3927067 48.1472775, 16.3928443 48.1472438, 16.3930418 48.147603, 16.3933074 48.147538, 16.3931088 48.1471769, 16.3932538 48.1471414, 16.3934823 48.1475569, 16.3935642 48.1475368, 16.3936169 48.1476327, 16.3933426 48.1476999, 16.3933776 48.1477636, 16.3932135 48.1478037, 16.3931788 48.1477406, 16.3928523 48.1478205, 16.3924886 48.1479096, 16.392524 48.1479741, 16.3923615 48.1480139, 16.3923246 48.1479468, 16.3920529 48.1480133, 16.3920023 48.1479213, 16.392081 48.1479021, 16.3918536 48.1474886, 16.3919884 48.1474556, 16.392188 48.1478186, 16.3924553 48.1477532))"
way,738231696,bench,,"LINESTRING (16.398007 48.1684136, 16.3979632 48.1683823, 16.3979015 48.1683741, 16.3977313 48.1684593)"
way,750744105,shelter,,"POLYGON ((16.3454677 48.169666, 16.3454648 48.1696614, 16.3454613 48.1696559, 16.3455313 48.169636, 16.3455356 48.1696428, 16.3455378 48.1696462, 16.3454677 48.169666))"
way,754585676,recycling,,"POLYGON ((16.3537524 48.1664999, 16.3537744 48.1664918, 16.3538676 48.1666044, 16.3538456 48.1666125, 16.3537524 48.1664999))"
way,754585677,recycling,,"POLYGON ((16.3538844 48.1664059, 16.3539008 48.1663998, 16.353986 48.1665004, 16.3539697 48.1665066, 16.3539573 48.166492, 16.3538844 48.1664059))"
way,760742269,school,Volksschule Oberlaa,"POLYGON ((16.4046336 48.138214, 16.4043667 48.1375716, 16.4043582 48.1375511, 16.4046193 48.1375271, 16.4048297 48.1374803, 16.4050006 48.1381558, 16.4046336 48.138214))"
way,765730230,fast_food,"Alles Walzer, alles Wurst!","POLYGON ((16.3730694 48.1758046, 16.3731047 48.1757721, 16.3731345 48.1757865, 16.3730992 48.175819, 16.3730694 48.1758046))"
way,771174509,parking,,"POLYGON ((16.3720241 48.1838575, 16.3712087 48.1836071, 16.3711095 48.1837707, 16.3719128 48.1840247, 16.3720241 48.1838575))"
way,771371538,parking,,"POLYGON ((16.3989898 48.1574897, 16.3999948 48.157886, 16.4002742 48.157671, 16.4001811 48.157617, 16.4000268 48.1577352, 16.3993594 48.1574438, 16.399506 48.1573246, 16.3993075 48.1572156, 16.3989898 48.1574897))"
way,772800983,stage,,"POLYGON ((16.3884444 48.1559156, 16.3885387 48.1559042, 16.3885117 48.1558049, 16.3884175 48.1558163, 16.3884444 48.1559156))"
way,775113561,shelter,,"POLYGON ((16.3822241 48.1493653, 16.3822248 48.1493156, 16.3822444 48.1493157, 16.3822438 48.1493654, 16.3822241 48.1493653))"
way,775113562,shelter,,"POLYGON ((16.3820294 48.1499059, 16.3819485 48.1499052, 16.3819488 48.1498896, 16.3820297 48.1498903, 16.3820294 48.1499059))"
way,775113563,shelter,,"POLYGON ((16.3820462 48.1497318, 16.3819921 48.1497309, 16.3819927 48.1497176, 16.3820467 48.1497185, 16.3820462 48.1497318))"
way,775113564,shelter,,"POLYGON ((16.3834232 48.1498023, 16.3833533 48.1498194, 16.3833465 48.1498071, 16.3834165 48.14979, 16.3834232 48.1498023))"
way,775113572,shelter,,"POLYGON ((16.3823642 48.1467339, 16.3823646 48.1467844, 16.3823443 48.1467844, 16.3823439 48.146734, 16.3823642 48.1467339))"
way,775113573,parking,,"POLYGON ((16.3825809 48.1527481, 16.3826306 48.152699, 16.3826306 48.1526858, 16.3825693 48.1526836, 16.3825958 48.1523873, 16.3828795 48.1523878, 16.3828646 48.1527393, 16.3827604 48.1527399, 16.3827017 48.1527983, 16.3825809 48.1527481))"
way,775113581,shelter,,"POLYGON ((16.3820241 48.1526627, 16.3820156 48.1527379, 16.381995 48.1527369, 16.3820035 48.1526617, 16.3820241 48.1526627))"
way,775117707,shelter,,"POLYGON ((16.3889005 48.1740447, 16.3888962 48.1740312, 16.3890046 48.1740159, 16.3890089 48.1740294, 16.3889005 48.1740447))"
way,778225095,childcare,Kindertagesheim,"POLYGON ((16.3475121 48.1539603, 16.347673 48.1539074, 16.3476414 48.1538577, 16.3476387 48.1538407, 16.3476494 48.1538411, 16.3476561 48.1538411, 16.3476628 48.1538424, 16.3476722 48.1538438, 16.3476782 48.153846, 16.3476903 48.1538469, 16.3477292 48.1537539, 16.3477205 48.1537507, 16.3477077 48.1537481, 16.3476957 48.1537472, 16.3476809 48.1537485, 16.3476688 48.1537449, 16.3476574 48.1537454, 16.3476474 48.1537431, 16.347638 48.1537413, 16.3476373 48.153732, 16.3476273 48.1537297, 16.3476105 48.1537297, 16.3476018 48.1537311, 16.3475897 48.1537288, 16.3475803 48.1537306, 16.3475676 48.1537194, 16.3473544 48.1537812, 16.3473577 48.1537919, 16.3473597 48.1538004, 16.3473497 48.1538085, 16.347343 48.1538138, 16.3473389 48.1538178, 16.347343 48.153821, 16.3473523 48.1538214, 16.3473617 48.1538152, 16.3473658 48.1538129, 16.3474026 48.1538366, 16.3474006 48.1538407, 16.3473644 48.1538232, 16.347357 48.1538281, 16.3473483 48.1538348, 16.3473403 48.1538433, 16.3473336 48.1538492, 16.3473269 48.1538554, 16.3473202 48.153863, 16.3473135 48.1538697, 16.3473088 48.1538769, 16.3473041 48.1538827, 16.3473 48.1538934, 16.3474368 48.1539297, 16.3474523 48.1539055, 16.3474804 48.1539149, 16.3475121 48.1539603))"
way,784150505,parking,,"POLYGON ((16.356246 48.1553016, 16.3565008 48.1552242, 16.3564097 48.1550921, 16.3561563 48.1551699, 16.3562031 48.1552378, 16.3562193 48.1552598, 16.356246 48.1553016))"
way,785567204,fast_food,Schnitzelhaus,"POLYGON ((16.3584482 48.1550901, 16.3585152 48.1550713, 16.3585317 48.1550551, 16.3585034 48.1550084, 16.3584133 48.1550301, 16.3584482 48.1550901))"
way,786336468,parking,,"POLYGON ((16.3507325 48.1564322, 16.3507927 48.1564155, 16.3508176 48.1564555, 16.3508848 48.1564366, 16.3508492 48.1563802, 16.3508317 48.1563852, 16.3508216 48.1563697, 16.3508415 48.1563633, 16.3508274 48.1563005, 16.3509112 48.156304, 16.3509138 48.1562925, 16.3509235 48.1562782, 16.3509424 48.1562664, 16.3509268 48.1562422, 16.3509095 48.1562152, 16.3507486 48.1562648, 16.3506346 48.1562985, 16.3507325 48.1564322))"
way,808163653,parking_space,,"POLYGON ((16.3716718 48.1718866, 16.3716156 48.1718949, 16.3716 48.1718484, 16.3716562 48.17184, 16.3716718 48.1718866))"
way,808270825,parking,,"POLYGON ((16.3545813 48.1762191, 16.3545798 48.1761954, 16.3547516 48.1761856, 16.3548445 48.1761709, 16.3549111 48.1761525, 16.3549219 48.1761753, 16.3548523 48.1762031, 16.3547926 48.176215, 16.3547129 48.1762222, 16.3545813 48.1762191))"
way,814081518,toilets,,"POLYGON ((16.3643282 48.1802045, 16.3643909 48.1801686, 16.3643583 48.1801433, 16.3642955 48.1801792, 16.3643282 48.1802045))"
way,819869624,restaurant,Anningerblick,"POLYGON ((16.3763931 48.1616216, 16.3763971 48.1616757, 16.3763645 48.1616763, 16.3763669 48.1617121, 16.3763425 48.1617126, 16.3762833 48.1617129, 16.3762809 48.1616763, 16.3761131 48.1616789, 16.3761091 48.1616269, 16.3760036 48.1616289, 16.376003 48.1615965, 16.3764743 48.1615558, 16.3764744 48.1615916, 16.3764369 48.1615935, 16.3764377 48.1616208, 16.3763931 48.1616216))"
way,821120960,parking,,"POLYGON ((16.3987738 48.1364311, 16.3987799 48.1364449, 16.3987939 48.1364767, 16.3981501 48.1366139, 16.398134 48.1365787, 16.3981287 48.1365671, 16.3987738 48.1364311))"
way,836751125,shelter,,"POLYGON ((16.3860407 48.1325078, 16.3860724 48.1324572, 16.3860972 48.1324622, 16.3860687 48.1325148, 16.3860407 48.1325078))"
way,865343023,school,Bundesgymnasium Laaer-Berg-Straße,"POLYGON ((16.3831265 48.1713328, 16.3839214 48.1703975, 16.3842899 48.1706524, 16.3844468 48.1707866, 16.3844977 48.1707844, 16.3845034 48.1708056, 16.3849622 48.1713287, 16.38493 48.1713728, 16.3846857 48.1714234, 16.3848663 48.1718207, 16.3839 48.1720199, 16.3835736 48.1720727, 16.3834422 48.1720906, 16.3832869 48.1717118, 16.3831873 48.1714689, 16.3831265 48.1713328))"
way,866264655,school,Volksschule Laaer Berg,"POLYGON ((16.3953768 48.1551586, 16.3955213 48.1548835, 16.3957195 48.1549248, 16.3957674 48.154934, 16.3959072 48.1549611, 16.3958708 48.155045, 16.3958941 48.1550495, 16.395845 48.1551624, 16.3958231 48.1551582, 16.3957874 48.1552402, 16.3956452 48.1552128, 16.3955453 48.1551934, 16.3953768 48.1551586))"
way,883876114,kindergarten,Kindergarten der Stadt Wien Bernadottegasse,"POLYGON ((16.3779122 48.1497008, 16.3776051 48.1491241, 16.3781565 48.1489997, 16.3784433 48.1495832, 16.3779122 48.1497008))"
way,884295177,kindergarten,Städtischer Kindergarten Lippmanngasse 3,"POLYGON ((16.3942865 48.1548021, 16.3943228 48.154774, 16.394497 48.1546394, 16.3947183 48.1544684, 16.3948551 48.1545395, 16.3949993 48.1546086, 16.3951377 48.1546674, 16.3952651 48.1547155, 16.3953365 48.1547395, 16.3950505 48.1551342, 16.3949915 48.1551154, 16.3948983 48.1550812, 16.3947572 48.1550275, 16.3945842 48.1549537, 16.3944165 48.1548719, 16.3942865 48.1548021))"
way,890495495,kindergarten,Kindergarten der Stadt Wien Baron-Karl-Gasse,"POLYGON ((16.3532587 48.1554776, 16.3532882 48.1554632, 16.353309 48.155423, 16.3532922 48.1553908, 16.3534116 48.1553313, 16.3535558 48.1552995, 16.3537667 48.1552409, 16.3538102 48.1552353, 16.3538532 48.1552333, 16.3538864 48.1552268, 16.3539299 48.1552127, 16.3539635 48.1551982, 16.354003 48.1551732, 16.3542391 48.1551054, 16.3542934 48.1550973, 16.3543484 48.1550996, 16.3543866 48.155109, 16.3544107 48.1551291, 16.3545696 48.1553644, 16.3538307 48.1555867, 16.3539266 48.1557316, 16.3535994 48.1558272, 16.3535819 48.155801, 16.3534964 48.1558267, 16.3532587 48.1554776))"
way,892703807,school,Neue Mittelschule Josef-Enslein-Platz,"POLYGON ((16.3703385 48.1511344, 16.3705752 48.1517695, 16.3712476 48.1517306, 16.3713871 48.1517212, 16.3713918 48.1517516, 16.3715252 48.1517927, 16.371519 48.1517658, 16.3718035 48.1517454, 16.3721604 48.1517205, 16.3720776 48.1512519, 16.3719578 48.1509937, 16.3717195 48.1507966, 16.370735 48.150876, 16.370266 48.1509513, 16.3703385 48.1511344))"
way,894063106,university,Central European University,"POLYGON ((16.3876538 48.1740499, 16.3873703 48.1734409, 16.3873054 48.1733066, 16.3870609 48.1727723, 16.3875291 48.1726849, 16.3876727 48.1726583, 16.3879949 48.1725977, 16.3880633 48.1727424, 16.3882537 48.1731516, 16.3883125 48.1732822, 16.3885971 48.1738862, 16.3881576 48.1739625, 16.3880842 48.1739752, 16.3880822 48.1739756, 16.3876538 48.1740499))"
way,917471686,parking,,"POLYGON ((16.3508277 48.1560548, 16.3506582 48.1561067, 16.3506933 48.1561875, 16.3507246 48.1562337, 16.35091 48.1561782, 16.3508277 48.1560548))"
way,923762620,parking,,"POLYGON ((16.3745045 48.184533, 16.3745441 48.184153, 16.3749175 48.184176, 16.3749103 48.1842297, 16.3750091 48.1842355, 16.3750039 48.1842658, 16.3749913 48.1842639, 16.3749154 48.1843604, 16.3748968 48.1843537, 16.3748009 48.1844852, 16.3747926 48.1845428, 16.3745045 48.184533))"
way,924373515,kindergarten,Kindergarten der Stadt Wien,"POLYGON ((16.3636135 48.1560308, 16.3644195 48.1558229, 16.3644326 48.1558164, 16.3644358 48.1558055, 16.3644326 48.1557968, 16.3642971 48.1555323, 16.364196 48.1553407, 16.3636168 48.1554757, 16.3633019 48.1554931, 16.3632904 48.1555726, 16.3635858 48.1560395, 16.3636135 48.1560308))"
way,926844718,school,Mittelschule Absberggasse,"POLYGON ((16.383766 48.1656954, 16.3836883 48.1656048, 16.3840567 48.1655363, 16.3848933 48.1653692, 16.3850178 48.165349, 16.3856445 48.1652352, 16.3856717 48.165291, 16.3857914 48.1655259, 16.38562 48.1655711, 16.3856346 48.1656065, 16.3855058 48.1656322, 16.3855555 48.1657793, 16.3855743 48.1658116, 16.3856212 48.165838, 16.3856553 48.1658856, 16.3856592 48.1659792, 16.3856369 48.1660274, 16.3855687 48.1660816, 16.3854611 48.166135, 16.3853224 48.1661798, 16.3851884 48.1661953, 16.3850466 48.1661962, 16.3849152 48.166185, 16.3847683 48.1661609, 16.384663 48.1661314, 16.3845079 48.1660668, 16.3843369 48.1659741, 16.3842825 48.1659741, 16.3842613 48.1658641, 16.3841912 48.1657935, 16.3841584 48.1658281, 16.383766 48.1656954))"
way,931984271,shelter,,"POLYGON ((16.381566 48.182154, 16.3816038 48.1820847, 16.3816232 48.1820894, 16.3815854 48.1821587, 16.381566 48.182154))"
way,931984272,shelter,,"POLYGON ((16.3814955 48.1820184, 16.3815333 48.181949, 16.3815527 48.1819537, 16.3815149 48.1820231, 16.3814955 48.1820184))"
way,931987421,shelter,,"POLYGON ((16.3828829 48.1791426, 16.382987 48.1791175, 16.382994 48.1791304, 16.3828899 48.1791555, 16.3828829 48.1791426))"
way,931987422,shelter,,"POLYGON ((16.3827597 48.1790785, 16.382864 48.1790537, 16.3828709 48.1790667, 16.3827666 48.1790914, 16.3827597 48.1790785))"
way,934671776,parking,,"POLYGON ((16.3560159 48.1782, 16.3563951 48.178331, 16.3565562 48.1782627, 16.3566719 48.1782113, 16.3567014 48.1781961, 16.356763 48.1781353, 16.3567313 48.1780941, 16.3567038 48.1780838, 16.3567246 48.1780566, 16.3566468 48.1780288, 16.3566568 48.1780159, 16.3560356 48.1777993, 16.3559731 48.1777775, 16.3559155 48.1778522, 16.3559002 48.1778721, 16.3558123 48.1779862, 16.3557649 48.1780476, 16.3557563 48.1780588, 16.3560453 48.1781616, 16.3560159 48.1782))"
way,936927257,shelter,,"POLYGON ((16.3517745 48.1756687, 16.3517835 48.1756506, 16.351855 48.1756665, 16.3518456 48.1756853, 16.3517745 48.1756687))"
way,936927258,shelter,,"POLYGON ((16.3524189 48.1756193, 16.3524265 48.1756036, 16.3525015 48.1756196, 16.352494 48.1756353, 16.3524189 48.1756193))"
way,936933101,shelter,,"POLYGON ((16.3491754 48.1749184, 16.3491817 48.1749063, 16.3492532 48.1749228, 16.3492469 48.1749349, 16.3491754 48.1749184))"
way,936933102,shelter,,"POLYGON ((16.3484814 48.1749672, 16.348489 48.1749515, 16.348564 48.1749675, 16.3485565 48.1749833, 16.3484814 48.1749672))"
way,937840998,car_wash,,"POLYGON ((16.346439 48.1659821, 16.3469593 48.1658375, 16.3469441 48.1658131, 16.3469289 48.1657888, 16.3468346 48.165815, 16.3467794 48.1658304, 16.3467464 48.1657777, 16.346588 48.1658217, 16.3465942 48.1658317, 16.3464888 48.165861, 16.3465096 48.1658943, 16.3465003 48.1658969, 16.3464027 48.1659241, 16.3464179 48.1659484, 16.346439 48.1659821))"
way,937841002,parking,,"POLYGON ((16.3464027 48.1659241, 16.3463798 48.1658875, 16.3463159 48.1657853, 16.3463875 48.1657654, 16.3466835 48.1656831, 16.3466868 48.1656822, 16.3467303 48.1657519, 16.3467464 48.1657777, 16.346588 48.1658217, 16.3465942 48.1658317, 16.3464888 48.165861, 16.3465096 48.1658943, 16.3465003 48.1658969, 16.3464027 48.1659241))"
way,938553025,shelter,,"POLYGON ((16.3606986 48.1708795, 16.3607179 48.1708772, 16.3607077 48.1708385, 16.3606884 48.1708408, 16.3606986 48.1708795))"
way,943813754,bicycle_parking,,"POLYGON ((16.4003501 48.1576242, 16.4003311 48.1576395, 16.4002656 48.1576033, 16.4002847 48.1575879, 16.4003501 48.1576242))"
way,947945455,parking,,"POLYGON ((16.3468839 48.1700458, 16.3471733 48.1699674, 16.3470741 48.1698047, 16.3467847 48.1698831, 16.3468839 48.1700458))"
way,947945460,parking,,"POLYGON ((16.3473279 48.1710593, 16.3472775 48.1710417, 16.3472686 48.1709711, 16.3472156 48.170824, 16.3471383 48.1706926, 16.3468297 48.1702055, 16.3468804 48.1702055, 16.347182 48.1706845, 16.3472661 48.1708283, 16.3473149 48.1709754, 16.3473279 48.1710593))"
way,949437303,parking,,"POLYGON ((16.3602589 48.1683981, 16.3604382 48.1684609, 16.3604648 48.1684702, 16.360575 48.1683303, 16.3604755 48.1682954, 16.3603691 48.1682582, 16.3602589 48.1683981))"
way,949665176,parking,,"POLYGON ((16.3619576 48.1670956, 16.3619465 48.1670507, 16.3619349 48.1670001, 16.3621738 48.1669756, 16.362438 48.166946, 16.3626883 48.1669186, 16.3626991 48.1669655, 16.3627041 48.1669854, 16.3627108 48.1670123, 16.3619576 48.1670956))"
way,949665189,parking,,"POLYGON ((16.3608146 48.166435, 16.3613821 48.1663603, 16.3613475 48.1662432, 16.3607799 48.1663178, 16.3607914 48.1663566, 16.3608146 48.166435))"
way,949665197,parking,,"POLYGON ((16.3603203 48.1669707, 16.3604556 48.1669564, 16.3604644 48.1669555, 16.3603591 48.1665098, 16.3603919 48.1665064, 16.3603696 48.1664147, 16.3602914 48.1664232, 16.3601734 48.1664359, 16.3600864 48.1664453, 16.3601168 48.1665366, 16.3602184 48.1665263, 16.3603203 48.1669707))"
way,949737647,parking,,"POLYGON ((16.3577651 48.1659458, 16.357785 48.1659773, 16.3577984 48.1659975, 16.3585141 48.1657962, 16.358529 48.1657831, 16.3585324 48.1657633, 16.3582237 48.1652771, 16.3581496 48.165298, 16.3584397 48.1657557, 16.3577651 48.1659458))"
way,949815639,parking,,"POLYGON ((16.3571485 48.1651513, 16.357173 48.1651445, 16.3571954 48.1651383, 16.3575045 48.1650525, 16.3575273 48.1650461, 16.3575521 48.1650392, 16.3575179 48.1649844, 16.3574947 48.1649472, 16.357091 48.1650593, 16.357123 48.1651106, 16.3571485 48.1651513))"
way,950036392,bicycle_parking,,"POLYGON ((16.3591572 48.1660885, 16.3592219 48.1660755, 16.3591928 48.1660111, 16.3591282 48.166024, 16.3591572 48.1660885))"
way,950036394,shelter,,"POLYGON ((16.3590242 48.1661492, 16.359021 48.1661391, 16.3590947 48.1661287, 16.3590979 48.1661389, 16.3590242 48.1661492))"
way,950086384,parking,,"POLYGON ((16.3546493 48.1710186, 16.3546462 48.1710253, 16.3546813 48.1710619, 16.3551177 48.170875, 16.3554081 48.1707506, 16.355356 48.1706957, 16.355338 48.1706766, 16.3552003 48.1707347, 16.3551653 48.1706983, 16.3550156 48.1707623, 16.3546928 48.1709003, 16.3547269 48.170937, 16.3546758 48.1709581, 16.354648 48.1709547, 16.3546497 48.1709979, 16.3546493 48.1710186))"
way,961099754,parking,,"POLYGON ((16.3566052 48.1661517, 16.3567209 48.166336, 16.356598 48.1663704, 16.3564729 48.1664056, 16.3563046 48.1663441, 16.3564963 48.1661085, 16.3565632 48.1660864, 16.3566052 48.1661517))"
